baseline.a,from,to,t,p,lower,upper,t2,from_ordered
40,Death,CVE,3.3000000000000003,0,0,0,43.3,NA
40,Healthy,Death,3.3000000000000003,6e-4,1e-4,0.0022,43.3,Otherwise healthy
40,INT,Death,3.3000000000000003,9e-4,2e-4,0.004514999999999986,43.3,INT
40,CMD,Death,3.3000000000000003,3e-4,0,0.0014,43.3,CMD
40,INT->CMD,Death,3.3000000000000003,0.0014,2e-4,0.005104999999999996,43.3,INT->CMD
40,CMD->INT,Death,3.3000000000000003,0.001,2e-4,0.0045,43.3,CMD -> INT
40,CVE,Death,3.3000000000000003,0,0,0,43.3,NA
40,Death,Death,3.3000000000000003,1,1,1,43.3,NA
40,Healthy,Healthy,3.4000000000000004,0.6708,0.6523975000000001,0.683705,43.4,Otherwise healthy
40,INT,Healthy,3.4000000000000004,0,0,0,43.4,INT
40,CMD,Healthy,3.4000000000000004,0,0,0,43.4,CMD
40,INT->CMD,Healthy,3.4000000000000004,0,0,0,43.4,INT->CMD
40,CMD->INT,Healthy,3.4000000000000004,0,0,0,43.4,CMD -> INT
40,CVE,Healthy,3.4000000000000004,0,0,0,43.4,NA
40,Death,Healthy,3.4000000000000004,0,0,0,43.4,NA
40,Healthy,INT,3.4000000000000004,0.0804,0.0715975,0.090205,43.4,Otherwise healthy
40,INT,INT,3.4000000000000004,0.7809,0.7494700000000001,0.8741299999999999,43.4,INT
40,CMD,INT,3.4000000000000004,0,0,0,43.4,CMD
40,INT->CMD,INT,3.4000000000000004,0,0,0,43.4,INT->CMD
40,CMD->INT,INT,3.4000000000000004,0,0,0,43.4,CMD -> INT
40,CVE,INT,3.4000000000000004,0,0,0,43.4,NA
40,Death,INT,3.4000000000000004,0,0,0,43.4,NA
40,Healthy,CMD,3.4000000000000004,0.2126,0.2014,0.22750250000000002,43.4,Otherwise healthy
40,INT,CMD,3.4000000000000004,0,0,0,43.4,INT
40,CMD,CMD,3.4000000000000004,0.8552,0.8394975,0.87241,43.4,CMD
40,INT->CMD,CMD,3.4000000000000004,0,0,0,43.4,INT->CMD
40,CMD->INT,CMD,3.4000000000000004,0,0,0,43.4,CMD -> INT
40,CVE,CMD,3.4000000000000004,0,0,0,43.4,NA
40,Death,CMD,3.4000000000000004,0,0,0,43.4,NA
40,Healthy,INT->CMD,3.4000000000000004,0.0095,0.0065,0.0144,43.4,Otherwise healthy
40,INT,INT->CMD,3.4000000000000004,0.2095,0.12124500000000002,0.24032499999999998,43.4,INT
40,CMD,INT->CMD,3.4000000000000004,0,0,0,43.4,CMD
40,INT->CMD,INT->CMD,3.4000000000000004,0.9803,0.9700675,0.988005,43.4,INT->CMD
40,CMD->INT,INT->CMD,3.4000000000000004,0,0,0,43.4,CMD -> INT
40,CVE,INT->CMD,3.4000000000000004,0,0,0,43.4,NA
40,Death,INT->CMD,3.4000000000000004,0,0,0,43.4,NA
40,Healthy,CMD->INT,3.4000000000000004,0.0179,0.0123975,0.019,43.4,Otherwise healthy
40,INT,CMD->INT,3.4000000000000004,0,0,0,43.4,INT
40,CMD,CMD->INT,3.4000000000000004,0.1274,0.1093975,0.1401,43.4,CMD
40,INT->CMD,CMD->INT,3.4000000000000004,0,0,0,43.4,INT->CMD
40,CMD->INT,CMD->INT,3.4000000000000004,0.965,0.9465975,0.9739,43.4,CMD -> INT
40,CVE,CMD->INT,3.4000000000000004,0,0,0,43.4,NA
40,Death,CMD->INT,3.4000000000000004,0,0,0,43.4,NA
40,Healthy,CVE,3.4000000000000004,0.0082,0.005097500000000001,0.0095,43.4,Otherwise healthy
40,INT,CVE,3.4000000000000004,0.0087,0.0039,0.013304999999999994,43.4,INT
40,CMD,CVE,3.4000000000000004,0.0171,0.0143,0.0234025,43.4,CMD
40,INT->CMD,CVE,3.4000000000000004,0.0183,0.011095000000000002,0.028114999999999987,43.4,INT->CMD
40,CMD->INT,CVE,3.4000000000000004,0.034,0.024295,0.05231249999999999,43.4,CMD -> INT
40,CVE,CVE,3.4000000000000004,1,1,1,43.4,NA
40,Death,CVE,3.4000000000000004,0,0,0,43.4,NA
40,Healthy,Death,3.4000000000000004,6e-4,1e-4,0.002202499999999998,43.4,Otherwise healthy
40,INT,Death,3.4000000000000004,9e-4,2e-4,0.004612499999999988,43.4,INT
40,CMD,Death,3.4000000000000004,3e-4,0,0.0014,43.4,CMD
40,INT->CMD,Death,3.4000000000000004,0.0014,2e-4,0.005107499999999994,43.4,INT->CMD
40,CMD->INT,Death,3.4000000000000004,0.001,3e-4,0.004702499999999998,43.4,CMD -> INT
40,CVE,Death,3.4000000000000004,0,0,0,43.4,NA
40,Death,Death,3.4000000000000004,1,1,1,43.4,NA
40,Healthy,Healthy,3.5,0.6632,0.644295,0.6758049999999999,43.5,Otherwise healthy
40,INT,Healthy,3.5,0,0,0,43.5,INT
40,CMD,Healthy,3.5,0,0,0,43.5,CMD
40,INT->CMD,Healthy,3.5,0,0,0,43.5,INT->CMD
40,CMD->INT,Healthy,3.5,0,0,0,43.5,CMD -> INT
40,CVE,Healthy,3.5,0,0,0,43.5,NA
40,Death,Healthy,3.5,0,0,0,43.5,NA
40,Healthy,INT,3.5,0.081,0.0727975,0.0922,43.5,Otherwise healthy
40,INT,INT,3.5,0.775,0.741795,0.871325,43.5,INT
40,CMD,INT,3.5,0,0,0,43.5,CMD
40,INT->CMD,INT,3.5,0,0,0,43.5,INT->CMD
40,CMD->INT,INT,3.5,0,0,0,43.5,CMD -> INT
40,CVE,INT,3.5,0,0,0,43.5,NA
40,Death,INT,3.5,0,0,0,43.5,NA
40,Healthy,CMD,3.5,0.2177,0.206195,0.2324125,43.5,Otherwise healthy
40,INT,CMD,3.5,0,0,0,43.5,INT
40,CMD,CMD,3.5,0.852,0.8353975000000001,0.8692,43.5,CMD
40,INT->CMD,CMD,3.5,0,0,0,43.5,INT->CMD
40,CMD->INT,CMD,3.5,0,0,0,43.5,CMD -> INT
40,CVE,CMD,3.5,0,0,0,43.5,NA
40,Death,CMD,3.5,0,0,0,43.5,NA
40,Healthy,INT->CMD,3.5,0.0107,0.0070925000000000024,0.0152,43.5,Otherwise healthy
40,INT,INT->CMD,3.5,0.2151,0.12338,0.2474075,43.5,INT
40,CMD,INT->CMD,3.5,0,0,0,43.5,CMD
40,INT->CMD,INT->CMD,3.5,0.98,0.9689825,0.9876050000000001,43.5,INT->CMD
40,CMD->INT,INT->CMD,3.5,0,0,0,43.5,CMD -> INT
40,CVE,INT->CMD,3.5,0,0,0,43.5,NA
40,Death,INT->CMD,3.5,0,0,0,43.5,NA
40,Healthy,CMD->INT,3.5,0.0184,0.013097500000000002,0.0201,43.5,Otherwise healthy
40,INT,CMD->INT,3.5,0,0,0,43.5,INT
40,CMD,CMD->INT,3.5,0.1302,0.1127925,0.1436025,43.5,CMD
40,INT->CMD,CMD->INT,3.5,0,0,0,43.5,INT->CMD
40,CMD->INT,CMD->INT,3.5,0.9644,0.945575,0.9732,43.5,CMD -> INT
40,CVE,CMD->INT,3.5,0,0,0,43.5,NA
40,Death,CMD->INT,3.5,0,0,0,43.5,NA
40,Healthy,CVE,3.5,0.0084,0.005197500000000001,0.0098,43.5,Otherwise healthy
40,INT,CVE,3.5,0.0089,0.0040975000000000004,0.0138,43.5,INT
40,CMD,CVE,3.5,0.0175,0.0149,0.0244025,43.5,CMD
40,INT->CMD,CVE,3.5,0.0186,0.0116,0.028914999999999986,43.5,INT->CMD
40,CMD->INT,CVE,3.5,0.0346,0.025,0.053612499999999993,43.5,CMD -> INT
40,CVE,CVE,3.5,1,1,1,43.5,NA
40,Death,CVE,3.5,0,0,0,43.5,NA
40,Healthy,Death,3.5,6e-4,1e-4,0.0024024999999999975,43.5,Otherwise healthy
40,INT,Death,3.5,0.001,2e-4,0.005002499999999997,43.5,INT
40,CMD,Death,3.5,3e-4,0,0.0014024999999999977,43.5,CMD
40,INT->CMD,Death,3.5,0.0014,2e-4,0.005302499999999998,43.5,INT->CMD
40,CMD->INT,Death,3.5,0.001,3e-4,0.004802499999999997,43.5,CMD -> INT
40,CVE,Death,3.5,0,0,0,43.5,NA
40,Death,Death,3.5,1,1,1,43.5,NA
40,Healthy,Healthy,3.6,0.6552,0.6361,0.668505,43.6,Otherwise healthy
40,INT,Healthy,3.6,0,0,0,43.6,INT
40,CMD,Healthy,3.6,0,0,0,43.6,CMD
40,INT->CMD,Healthy,3.6,0,0,0,43.6,INT->CMD
40,CMD->INT,Healthy,3.6,0,0,0,43.6,CMD -> INT
40,CVE,Healthy,3.6,0,0,0,43.6,NA
40,Death,Healthy,3.6,0,0,0,43.6,NA
40,Healthy,INT,3.6,0.0824,0.074095,0.09351999999999999,43.6,Otherwise healthy
40,INT,INT,3.6,0.7692,0.7349975,0.867535,43.6,INT
40,CMD,INT,3.6,0,0,0,43.6,CMD
40,INT->CMD,INT,3.6,0,0,0,43.6,INT->CMD
40,CMD->INT,INT,3.6,0,0,0,43.6,CMD -> INT
40,CVE,INT,3.6,0,0,0,43.6,NA
40,Death,INT,3.6,0,0,0,43.6,NA
40,Healthy,CMD,3.6,0.2227,0.210795,0.2370025,43.6,Otherwise healthy
40,INT,CMD,3.6,0,0,0,43.6,INT
40,CMD,CMD,3.6,0.8466,0.8312,0.8655050000000001,43.6,CMD
40,INT->CMD,CMD,3.6,0,0,0,43.6,INT->CMD
40,CMD->INT,CMD,3.6,0,0,0,43.6,CMD -> INT
40,CVE,CMD,3.6,0,0,0,43.6,NA
40,Death,CMD,3.6,0,0,0,43.6,NA
40,Healthy,INT->CMD,3.6,0.0114,0.0073,0.016002499999999996,43.6,Otherwise healthy
40,INT,INT->CMD,3.6,0.2208,0.12659499999999999,0.2531025,43.6,INT
40,CMD,INT->CMD,3.6,0,0,0,43.6,CMD
40,INT->CMD,INT->CMD,3.6,0.9791,0.9682725000000001,0.9871099999999999,43.6,INT->CMD
40,CMD->INT,INT->CMD,3.6,0,0,0,43.6,CMD -> INT
40,CVE,INT->CMD,3.6,0,0,0,43.6,NA
40,Death,INT->CMD,3.6,0,0,0,43.6,NA
40,Healthy,CMD->INT,3.6,0.019,0.0137,0.020804999999999994,43.6,Otherwise healthy
40,INT,CMD->INT,3.6,0,0,0,43.6,INT
40,CMD,CMD->INT,3.6,0.1347,0.11559499999999999,0.147105,43.6,CMD
40,INT->CMD,CMD->INT,3.6,0,0,0,43.6,INT->CMD
40,CMD->INT,CMD->INT,3.6,0.9637,0.94408,0.9726025,43.6,CMD -> INT
40,CVE,CMD->INT,3.6,0,0,0,43.6,NA
40,Death,CMD->INT,3.6,0,0,0,43.6,NA
40,Healthy,CVE,3.6,0.0086,0.005497500000000001,0.0102,43.6,Otherwise healthy
40,INT,CVE,3.6,0.009,0.0042,0.0144,43.6,INT
40,CMD,CVE,3.6,0.0184,0.0153,0.025102499999999996,43.6,CMD
40,INT->CMD,CVE,3.6,0.0195,0.011897500000000002,0.0301,43.6,INT->CMD
40,CMD->INT,CVE,3.6,0.0353,0.025795000000000002,0.0552025,43.6,CMD -> INT
40,CVE,CVE,3.6,1,1,1,43.6,NA
40,Death,CVE,3.6,0,0,0,43.6,NA
40,Healthy,Death,3.6,7e-4,2e-4,0.0024024999999999975,43.6,Otherwise healthy
40,INT,Death,3.6,0.001,2e-4,0.0050049999999999956,43.6,INT
40,CMD,Death,3.6,3e-4,9.750000000000085e-5,0.0015024999999999978,43.6,CMD
40,INT->CMD,Death,3.6,0.0014,2e-4,0.005302499999999998,43.6,INT->CMD
40,CMD->INT,Death,3.6,0.001,3e-4,0.004802499999999997,43.6,CMD -> INT
40,CVE,Death,3.6,0,0,0,43.6,NA
40,Death,Death,3.6,1,1,1,43.6,NA
40,Healthy,Healthy,3.7,0.6459,0.6284924999999999,0.6611100000000001,43.7,Otherwise healthy
40,INT,Healthy,3.7,0,0,0,43.7,INT
40,CMD,Healthy,3.7,0,0,0,43.7,CMD
40,INT->CMD,Healthy,3.7,0,0,0,43.7,INT->CMD
40,CMD->INT,Healthy,3.7,0,0,0,43.7,CMD -> INT
40,CVE,Healthy,3.7,0,0,0,43.7,NA
40,Death,Healthy,3.7,0,0,0,43.7,NA
40,Healthy,INT,3.7,0.0833,0.07559,0.0955125,43.7,Otherwise healthy
40,INT,INT,3.7,0.7638,0.72887,0.8638325,43.7,INT
40,CMD,INT,3.7,0,0,0,43.7,CMD
40,INT->CMD,INT,3.7,0,0,0,43.7,INT->CMD
40,CMD->INT,INT,3.7,0,0,0,43.7,CMD -> INT
40,CVE,INT,3.7,0,0,0,43.7,NA
40,Death,INT,3.7,0,0,0,43.7,NA
40,Healthy,CMD,3.7,0.2288,0.2162875,0.2421025,43.7,Otherwise healthy
40,INT,CMD,3.7,0,0,0,43.7,INT
40,CMD,CMD,3.7,0.8416,0.8271,0.8623025,43.7,CMD
40,INT->CMD,CMD,3.7,0,0,0,43.7,INT->CMD
40,CMD->INT,CMD,3.7,0,0,0,43.7,CMD -> INT
40,CVE,CMD,3.7,0,0,0,43.7,NA
40,Death,CMD,3.7,0,0,0,43.7,NA
40,Healthy,INT->CMD,3.7,0.0126,0.007697500000000001,0.0169,43.7,Otherwise healthy
40,INT,INT->CMD,3.7,0.2259,0.1303975,0.2603025,43.7,INT
40,CMD,INT->CMD,3.7,0,0,0,43.7,CMD
40,INT->CMD,INT->CMD,3.7,0.9788,0.96728,0.986605,43.7,INT->CMD
40,CMD->INT,INT->CMD,3.7,0,0,0,43.7,CMD -> INT
40,CVE,INT->CMD,3.7,0,0,0,43.7,NA
40,Death,INT->CMD,3.7,0,0,0,43.7,NA
40,Healthy,CMD->INT,3.7,0.0195,0.0145,0.02161249999999999,43.7,Otherwise healthy
40,INT,CMD->INT,3.7,0,0,0,43.7,INT
40,CMD,CMD->INT,3.7,0.1392,0.1182,0.15070250000000002,43.7,CMD
40,INT->CMD,CMD->INT,3.7,0,0,0,43.7,INT->CMD
40,CMD->INT,CMD->INT,3.7,0.9629,0.9422925,0.972005,43.7,CMD -> INT
40,CVE,CMD->INT,3.7,0,0,0,43.7,NA
40,Death,CMD->INT,3.7,0,0,0,43.7,NA
40,Healthy,CVE,3.7,0.0092,0.0057,0.0104,43.7,Otherwise healthy
40,INT,CVE,3.7,0.0092,0.004497500000000001,0.014702499999999999,43.7,INT
40,CMD,CVE,3.7,0.0189,0.015897500000000002,0.0258025,43.7,CMD
40,INT->CMD,CVE,3.7,0.0198,0.0123975,0.0312,43.7,INT->CMD
40,CMD->INT,CVE,3.7,0.0361,0.026585000000000004,0.056705,43.7,CMD -> INT
40,CVE,CVE,3.7,1,1,1,43.7,NA
40,Death,CVE,3.7,0,0,0,43.7,NA
40,Healthy,Death,3.7,7e-4,2e-4,0.0025024999999999978,43.7,Otherwise healthy
40,INT,Death,3.7,0.0011,2e-4,0.005107499999999994,43.7,INT
40,CMD,Death,3.7,3e-4,1e-4,0.0016,43.7,CMD
40,INT->CMD,Death,3.7,0.0014,2e-4,0.005502499999999998,43.7,INT->CMD
40,CMD->INT,Death,3.7,0.001,3e-4,0.0050049999999999956,43.7,CMD -> INT
40,CVE,Death,3.7,0,0,0,43.7,NA
40,Death,Death,3.7,1,1,1,43.7,NA
40,Healthy,Healthy,3.8000000000000003,0.6386,0.6205,0.6535,43.8,Otherwise healthy
40,INT,Healthy,3.8000000000000003,0,0,0,43.8,INT
40,CMD,Healthy,3.8000000000000003,0,0,0,43.8,CMD
40,INT->CMD,Healthy,3.8000000000000003,0,0,0,43.8,INT->CMD
40,CMD->INT,Healthy,3.8000000000000003,0,0,0,43.8,CMD -> INT
40,CVE,Healthy,3.8000000000000003,0,0,0,43.8,NA
40,Death,Healthy,3.8000000000000003,0,0,0,43.8,NA
40,Healthy,INT,3.8000000000000003,0.084,0.076795,0.09672499999999998,43.8,Otherwise healthy
40,INT,INT,3.8000000000000003,0.7576,0.7223975,0.8607125,43.8,INT
40,CMD,INT,3.8000000000000003,0,0,0,43.8,CMD
40,INT->CMD,INT,3.8000000000000003,0,0,0,43.8,INT->CMD
40,CMD->INT,INT,3.8000000000000003,0,0,0,43.8,CMD -> INT
40,CVE,INT,3.8000000000000003,0,0,0,43.8,NA
40,Death,INT,3.8000000000000003,0,0,0,43.8,NA
40,Healthy,CMD,3.8000000000000003,0.2327,0.2208925,0.2466025,43.8,Otherwise healthy
40,INT,CMD,3.8000000000000003,0,0,0,43.8,INT
40,CMD,CMD,3.8000000000000003,0.8385,0.8233975,0.8584025000000001,43.8,CMD
40,INT->CMD,CMD,3.8000000000000003,0,0,0,43.8,INT->CMD
40,CMD->INT,CMD,3.8000000000000003,0,0,0,43.8,CMD -> INT
40,CVE,CMD,3.8000000000000003,0,0,0,43.8,NA
40,Death,CMD,3.8000000000000003,0,0,0,43.8,NA
40,Healthy,INT->CMD,3.8000000000000003,0.0138,0.007997500000000001,0.017602499999999997,43.8,Otherwise healthy
40,INT,INT->CMD,3.8000000000000003,0.2315,0.1340525,0.26641000000000004,43.8,INT
40,CMD,INT->CMD,3.8000000000000003,0,0,0,43.8,CMD
40,INT->CMD,INT->CMD,3.8000000000000003,0.9781,0.965895,0.9862025,43.8,INT->CMD
40,CMD->INT,INT->CMD,3.8000000000000003,0,0,0,43.8,CMD -> INT
40,CVE,INT->CMD,3.8000000000000003,0,0,0,43.8,NA
40,Death,INT->CMD,3.8000000000000003,0,0,0,43.8,NA
40,Healthy,CMD->INT,3.8000000000000003,0.0206,0.015397500000000001,0.023,43.8,Otherwise healthy
40,INT,CMD->INT,3.8000000000000003,0,0,0,43.8,INT
40,CMD,CMD->INT,3.8000000000000003,0.1416,0.1215925,0.1535,43.8,CMD
40,INT->CMD,CMD->INT,3.8000000000000003,0,0,0,43.8,INT->CMD
40,CMD->INT,CMD->INT,3.8000000000000003,0.9618,0.9411725000000001,0.9711049999999999,43.8,CMD -> INT
40,CVE,CMD->INT,3.8000000000000003,0,0,0,43.8,NA
40,Death,CMD->INT,3.8000000000000003,0,0,0,43.8,NA
40,Healthy,CVE,3.8000000000000003,0.0096,0.0059,0.010902499999999997,43.8,Otherwise healthy
40,INT,CVE,3.8000000000000003,0.0098,0.0047950000000000015,0.0151025,43.8,INT
40,CMD,CVE,3.8000000000000003,0.0195,0.0164,0.0265,43.8,CMD
40,INT->CMD,CVE,3.8000000000000003,0.0205,0.0126,0.03240999999999999,43.8,INT->CMD
40,CMD->INT,CVE,3.8000000000000003,0.0372,0.026992500000000003,0.058005,43.8,CMD -> INT
40,CVE,CVE,3.8000000000000003,1,1,1,43.8,NA
40,Death,CVE,3.8000000000000003,0,0,0,43.8,NA
40,Healthy,Death,3.8000000000000003,7e-4,2e-4,0.0026,43.8,Otherwise healthy
40,INT,Death,3.8000000000000003,0.0011,2e-4,0.0053049999999999955,43.8,INT
40,CMD,Death,3.8000000000000003,4e-4,1e-4,0.0016,43.8,CMD
40,INT->CMD,Death,3.8000000000000003,0.0014,2e-4,0.005602499999999997,43.8,INT->CMD
40,CMD->INT,Death,3.8000000000000003,0.001,3e-4,0.005104999999999996,43.8,CMD -> INT
40,CVE,Death,3.8000000000000003,0,0,0,43.8,NA
40,Death,Death,3.8000000000000003,1,1,1,43.8,NA
40,Healthy,Healthy,3.9000000000000004,0.6312,0.6125925000000001,0.645605,43.9,Otherwise healthy
40,INT,Healthy,3.9000000000000004,0,0,0,43.9,INT
40,CMD,Healthy,3.9000000000000004,0,0,0,43.9,CMD
40,INT->CMD,Healthy,3.9000000000000004,0,0,0,43.9,INT->CMD
40,CMD->INT,Healthy,3.9000000000000004,0,0,0,43.9,CMD -> INT
40,CVE,Healthy,3.9000000000000004,0,0,0,43.9,NA
40,Death,Healthy,3.9000000000000004,0,0,0,43.9,NA
40,Healthy,INT,3.9000000000000004,0.0852,0.07809500000000001,0.09891249999999999,43.9,Otherwise healthy
40,INT,INT,3.9000000000000004,0.7518,0.715085,0.85741,43.9,INT
40,CMD,INT,3.9000000000000004,0,0,0,43.9,CMD
40,INT->CMD,INT,3.9000000000000004,0,0,0,43.9,INT->CMD
40,CMD->INT,INT,3.9000000000000004,0,0,0,43.9,CMD -> INT
40,CVE,INT,3.9000000000000004,0,0,0,43.9,NA
40,Death,INT,3.9000000000000004,0,0,0,43.9,NA
40,Healthy,CMD,3.9000000000000004,0.2365,0.224695,0.2517075,43.9,Otherwise healthy
40,INT,CMD,3.9000000000000004,0,0,0,43.9,INT
40,CMD,CMD,3.9000000000000004,0.8345,0.81959,0.8553124999999999,43.9,CMD
40,INT->CMD,CMD,3.9000000000000004,0,0,0,43.9,INT->CMD
40,CMD->INT,CMD,3.9000000000000004,0,0,0,43.9,CMD -> INT
40,CVE,CMD,3.9000000000000004,0,0,0,43.9,NA
40,Death,CMD,3.9000000000000004,0,0,0,43.9,NA
40,Healthy,INT->CMD,3.9000000000000004,0.0147,0.0083975,0.018402499999999995,43.9,Otherwise healthy
40,INT,INT->CMD,3.9000000000000004,0.2367,0.13735750000000002,0.2723175,43.9,INT
40,CMD,INT->CMD,3.9000000000000004,0,0,0,43.9,CMD
40,INT->CMD,INT->CMD,3.9000000000000004,0.9769,0.9649875,0.9859,43.9,INT->CMD
40,CMD->INT,INT->CMD,3.9000000000000004,0,0,0,43.9,CMD -> INT
40,CVE,INT->CMD,3.9000000000000004,0,0,0,43.9,NA
40,Death,INT->CMD,3.9000000000000004,0,0,0,43.9,NA
40,Healthy,CMD->INT,3.9000000000000004,0.0217,0.0160975,0.023904999999999996,43.9,Otherwise healthy
40,INT,CMD->INT,3.9000000000000004,0,0,0,43.9,INT
40,CMD,CMD->INT,3.9000000000000004,0.1449,0.12419000000000001,0.15681499999999998,43.9,CMD
40,INT->CMD,CMD->INT,3.9000000000000004,0,0,0,43.9,INT->CMD
40,CMD->INT,CMD->INT,3.9000000000000004,0.9606,0.93977,0.9706025,43.9,CMD -> INT
40,CVE,CMD->INT,3.9000000000000004,0,0,0,43.9,NA
40,Death,CMD->INT,3.9000000000000004,0,0,0,43.9,NA
40,Healthy,CVE,3.9000000000000004,0.0099,0.0062,0.0113,43.9,Otherwise healthy
40,INT,CVE,3.9000000000000004,0.0104,0.0048975,0.015312499999999988,43.9,INT
40,CMD,CVE,3.9000000000000004,0.0202,0.0167,0.027202499999999994,43.9,CMD
40,INT->CMD,CVE,3.9000000000000004,0.0217,0.0132975,0.033414999999999986,43.9,INT->CMD
40,CMD->INT,CVE,3.9000000000000004,0.0384,0.02798000000000001,0.059207499999999996,43.9,CMD -> INT
40,CVE,CVE,3.9000000000000004,1,1,1,43.9,NA
40,Death,CVE,3.9000000000000004,0,0,0,43.9,NA
40,Healthy,Death,3.9000000000000004,8e-4,2e-4,0.0026024999999999976,43.9,Otherwise healthy
40,INT,Death,3.9000000000000004,0.0011,2e-4,0.005307499999999994,43.9,INT
40,CMD,Death,3.9000000000000004,4e-4,1e-4,0.0016024999999999978,43.9,CMD
40,INT->CMD,Death,3.9000000000000004,0.0014,2.9750000000000083e-4,0.005602499999999997,43.9,INT->CMD
40,CMD->INT,Death,3.9000000000000004,0.001,3e-4,0.005204999999999995,43.9,CMD -> INT
40,CVE,Death,3.9000000000000004,0,0,0,43.9,NA
40,Death,Death,3.9000000000000004,1,1,1,43.9,NA
40,Healthy,Healthy,4,0.6243,0.604395,0.6380025,44,Otherwise healthy
40,INT,Healthy,4,0,0,0,44,INT
40,CMD,Healthy,4,0,0,0,44,CMD
40,INT->CMD,Healthy,4,0,0,0,44,INT->CMD
40,CMD->INT,Healthy,4,0,0,0,44,CMD -> INT
40,CVE,Healthy,4,0,0,0,44,NA
40,Death,Healthy,4,0,0,0,44,NA
40,Healthy,INT,4,0.0859,0.0789975,0.1009025,44,Otherwise healthy
40,INT,INT,4,0.745,0.7083875,0.8537175,44,INT
40,CMD,INT,4,0,0,0,44,CMD
40,INT->CMD,INT,4,0,0,0,44,INT->CMD
40,CMD->INT,INT,4,0,0,0,44,CMD -> INT
40,CVE,INT,4,0,0,0,44,NA
40,Death,INT,4,0,0,0,44,NA
40,Healthy,CMD,4,0.2401,0.22909749999999998,0.2563349999999999,44,Otherwise healthy
40,INT,CMD,4,0,0,0,44,INT
40,CMD,CMD,4,0.8311,0.8153874999999999,0.8522124999999999,44,CMD
40,INT->CMD,CMD,4,0,0,0,44,INT->CMD
40,CMD->INT,CMD,4,0,0,0,44,CMD -> INT
40,CVE,CMD,4,0,0,0,44,NA
40,Death,CMD,4,0,0,0,44,NA
40,Healthy,INT->CMD,4,0.0157,0.0087,0.019202499999999994,44,Otherwise healthy
40,INT,INT->CMD,4,0.2433,0.14047,0.2788175,44,INT
40,CMD,INT->CMD,4,0,0,0,44,CMD
40,INT->CMD,INT->CMD,4,0.9761,0.9640899999999999,0.9853074999999999,44,INT->CMD
40,CMD->INT,INT->CMD,4,0,0,0,44,CMD -> INT
40,CVE,INT->CMD,4,0,0,0,44,NA
40,Death,INT->CMD,4,0,0,0,44,NA
40,Healthy,CMD->INT,4,0.0229,0.0169,0.024907499999999992,44,Otherwise healthy
40,INT,CMD->INT,4,0,0,0,44,INT
40,CMD,CMD->INT,4,0.1477,0.1265,0.161005,44,CMD
40,INT->CMD,CMD->INT,4,0,0,0,44,INT->CMD
40,CMD->INT,CMD->INT,4,0.9602,0.9378925,0.9698025,44,CMD -> INT
40,CVE,CMD->INT,4,0,0,0,44,NA
40,Death,CMD->INT,4,0,0,0,44,NA
40,Healthy,CVE,4,0.0103,0.006497500000000001,0.011502499999999997,44,Otherwise healthy
40,INT,CVE,4,0.0105,0.005095000000000002,0.015804999999999996,44,INT
40,CMD,CVE,4,0.0208,0.017290000000000003,0.027709999999999988,44,CMD
40,INT->CMD,CVE,4,0.0225,0.0135,0.034602499999999994,44,INT->CMD
40,CMD->INT,CVE,4,0.0388,0.028782500000000003,0.0610025,44,CMD -> INT
40,CVE,CVE,4,1,1,1,44,NA
40,Death,CVE,4,0,0,0,44,NA
40,Healthy,Death,4,8e-4,2e-4,0.0026024999999999976,44,Otherwise healthy
40,INT,Death,4,0.0012,2e-4,0.005604999999999995,44,INT
40,CMD,Death,4,4e-4,1e-4,0.0017,44,CMD
40,INT->CMD,Death,4,0.0014,2.9750000000000083e-4,0.005702499999999998,44,INT->CMD
40,CMD->INT,Death,4,0.001,3e-4,0.005407499999999993,44,CMD -> INT
40,CVE,Death,4,0,0,0,44,NA
40,Death,Death,4,1,1,1,44,NA
40,Healthy,Healthy,4.1000000000000005,0.6171,0.5965,0.6299075,44.1,Otherwise healthy
40,INT,Healthy,4.1000000000000005,0,0,0,44.1,INT
40,CMD,Healthy,4.1000000000000005,0,0,0,44.1,CMD
40,INT->CMD,Healthy,4.1000000000000005,0,0,0,44.1,INT->CMD
40,CMD->INT,Healthy,4.1000000000000005,0,0,0,44.1,CMD -> INT
40,CVE,Healthy,4.1000000000000005,0,0,0,44.1,NA
40,Death,Healthy,4.1000000000000005,0,0,0,44.1,NA
40,Healthy,INT,4.1000000000000005,0.0867,0.0801,0.10172749999999997,44.1,Otherwise healthy
40,INT,INT,4.1000000000000005,0.7385,0.7014725,0.8505075000000001,44.1,INT
40,CMD,INT,4.1000000000000005,0,0,0,44.1,CMD
40,INT->CMD,INT,4.1000000000000005,0,0,0,44.1,INT->CMD
40,CMD->INT,INT,4.1000000000000005,0,0,0,44.1,CMD -> INT
40,CVE,INT,4.1000000000000005,0,0,0,44.1,NA
40,Death,INT,4.1000000000000005,0,0,0,44.1,NA
40,Healthy,CMD,4.1000000000000005,0.245,0.2329,0.2618125,44.1,Otherwise healthy
40,INT,CMD,4.1000000000000005,0,0,0,44.1,INT
40,CMD,CMD,4.1000000000000005,0.8269,0.811785,0.8486175,44.1,CMD
40,INT->CMD,CMD,4.1000000000000005,0,0,0,44.1,INT->CMD
40,CMD->INT,CMD,4.1000000000000005,0,0,0,44.1,CMD -> INT
