baseline.a,from,to,t,p,lower,upper,t2,from_ordered
30,INT,Death,3,4e-4,0,0.0028024999999999977,33,INT
30,CMD,Death,3,2e-4,0,6e-4,33,CMD
30,INT->CMD,Death,3,4e-4,0,0.0024,33,INT->CMD
30,CMD->INT,Death,3,5e-4,0,0.0019024999999999977,33,CMD -> INT
30,CVE,Death,3,0,0,0,33,NA
30,Death,Death,3,1,1,1,33,NA
30,Healthy,Healthy,3.1,0.7986,0.7829925,0.804805,33.1,Otherwise healthy
30,INT,Healthy,3.1,0,0,0,33.1,INT
30,CMD,Healthy,3.1,0,0,0,33.1,CMD
30,INT->CMD,Healthy,3.1,0,0,0,33.1,INT->CMD
30,CMD->INT,Healthy,3.1,0,0,0,33.1,CMD -> INT
30,CVE,Healthy,3.1,0,0,0,33.1,NA
30,Death,Healthy,3.1,0,0,0,33.1,NA
30,Healthy,INT,3.1,0.0936,0.0856975,0.10261249999999998,33.1,Otherwise healthy
30,INT,INT,3.1,0.8726,0.861495,0.9300075,33.1,INT
30,CMD,INT,3.1,0,0,0,33.1,CMD
30,INT->CMD,INT,3.1,0,0,0,33.1,INT->CMD
30,CMD->INT,INT,3.1,0,0,0,33.1,CMD -> INT
30,CVE,INT,3.1,0,0,0,33.1,NA
30,Death,INT,3.1,0,0,0,33.1,NA
30,Healthy,CMD,3.1,0.0923,0.0878,0.1032075,33.1,Otherwise healthy
30,INT,CMD,3.1,0,0,0,33.1,INT
30,CMD,CMD,3.1,0.8453,0.8284600000000001,0.8658175,33.1,CMD
30,INT->CMD,CMD,3.1,0,0,0,33.1,INT->CMD
30,CMD->INT,CMD,3.1,0,0,0,33.1,CMD -> INT
30,CVE,CMD,3.1,0,0,0,33.1,NA
30,Death,CMD,3.1,0,0,0,33.1,NA
30,Healthy,INT->CMD,3.1,0.0072,0.0033,0.0086,33.1,Otherwise healthy
30,INT,INT->CMD,3.1,0.1236,0.06816500000000002,0.1348,33.1,INT
30,CMD,INT->CMD,3.1,0,0,0,33.1,CMD
30,INT->CMD,INT->CMD,3.1,0.9899,0.9837975,0.9951,33.1,INT->CMD
30,CMD->INT,INT->CMD,3.1,0,0,0,33.1,CMD -> INT
30,CVE,INT->CMD,3.1,0,0,0,33.1,NA
30,Death,INT->CMD,3.1,0,0,0,33.1,NA
30,Healthy,CMD->INT,3.1,0.006,0.005997500000000001,0.010102499999999997,33.1,Otherwise healthy
30,INT,CMD->INT,3.1,0,0,0,33.1,INT
30,CMD,CMD->INT,3.1,0.1441,0.12379749999999999,0.1619125,33.1,CMD
30,INT->CMD,CMD->INT,3.1,0,0,0,33.1,INT->CMD
30,CMD->INT,CMD->INT,3.1,0.985,0.9687975000000001,0.9920025,33.1,CMD -> INT
30,CVE,CMD->INT,3.1,0,0,0,33.1,NA
30,Death,CMD->INT,3.1,0,0,0,33.1,NA
30,Healthy,CVE,3.1,0.0022,8e-4,0.0027,33.1,Otherwise healthy
30,INT,CVE,3.1,0.0033,0.0013,0.005,33.1,INT
30,CMD,CVE,3.1,0.0104,0.0071,0.014112499999999988,33.1,CMD
30,INT->CMD,CVE,3.1,0.0097,0.0045,0.015214999999999985,33.1,INT->CMD
30,CMD->INT,CVE,3.1,0.0145,0.0073,0.030809999999999994,33.1,CMD -> INT
30,CVE,CVE,3.1,1,1,1,33.1,NA
30,Death,CVE,3.1,0,0,0,33.1,NA
30,Healthy,Death,3.1,1e-4,0,9e-4,33.1,Otherwise healthy
30,INT,Death,3.1,5e-4,0,0.0029,33.1,INT
30,CMD,Death,3.1,2e-4,0,6e-4,33.1,CMD
30,INT->CMD,Death,3.1,4e-4,0,0.0024,33.1,INT->CMD
30,CMD->INT,Death,3.1,5e-4,0,0.0020024999999999978,33.1,CMD -> INT
30,CVE,Death,3.1,0,0,0,33.1,NA
30,Death,Death,3.1,1,1,1,33.1,NA
30,Healthy,Healthy,3.2,0.7917,0.7764949999999999,0.7994025,33.2,Otherwise healthy
30,INT,Healthy,3.2,0,0,0,33.2,INT
30,CMD,Healthy,3.2,0,0,0,33.2,CMD
30,INT->CMD,Healthy,3.2,0,0,0,33.2,INT->CMD
30,CMD->INT,Healthy,3.2,0,0,0,33.2,CMD -> INT
30,CVE,Healthy,3.2,0,0,0,33.2,NA
30,Death,Healthy,3.2,0,0,0,33.2,NA
30,Healthy,INT,3.2,0.0963,0.08749499999999999,0.105305,33.2,Otherwise healthy
30,INT,INT,3.2,0.8685,0.856495,0.9273275,33.2,INT
30,CMD,INT,3.2,0,0,0,33.2,CMD
30,INT->CMD,INT,3.2,0,0,0,33.2,INT->CMD
30,CMD->INT,INT,3.2,0,0,0,33.2,CMD -> INT
30,CVE,INT,3.2,0,0,0,33.2,NA
30,Death,INT,3.2,0,0,0,33.2,NA
30,Healthy,CMD,3.2,0.0957,0.0899975,0.10610499999999999,33.2,Otherwise healthy
30,INT,CMD,3.2,0,0,0,33.2,INT
30,CMD,CMD,3.2,0.8408,0.8232925000000001,0.861715,33.2,CMD
30,INT->CMD,CMD,3.2,0,0,0,33.2,INT->CMD
30,CMD->INT,CMD,3.2,0,0,0,33.2,CMD -> INT
30,CVE,CMD,3.2,0,0,0,33.2,NA
30,Death,CMD,3.2,0,0,0,33.2,NA
30,Healthy,INT->CMD,3.2,0.0073,0.0037,0.009104999999999995,33.2,Otherwise healthy
30,INT,INT->CMD,3.2,0.1277,0.070075,0.1387125,33.2,INT
30,CMD,INT->CMD,3.2,0,0,0,33.2,CMD
30,INT->CMD,INT->CMD,3.2,0.9895,0.9836,0.9949,33.2,INT->CMD
30,CMD->INT,INT->CMD,3.2,0,0,0,33.2,CMD -> INT
30,CVE,INT->CMD,3.2,0,0,0,33.2,NA
30,Death,INT->CMD,3.2,0,0,0,33.2,NA
30,Healthy,CMD->INT,3.2,0.0066,0.006497500000000001,0.010602499999999999,33.2,Otherwise healthy
30,INT,CMD->INT,3.2,0,0,0,33.2,INT
30,CMD,CMD->INT,3.2,0.1484,0.12788750000000002,0.16612249999999998,33.2,CMD
30,INT->CMD,CMD->INT,3.2,0,0,0,33.2,INT->CMD
30,CMD->INT,CMD->INT,3.2,0.9845,0.9676,0.9916,33.2,CMD -> INT
30,CVE,CMD->INT,3.2,0,0,0,33.2,NA
30,Death,CMD->INT,3.2,0,0,0,33.2,NA
30,Healthy,CVE,3.2,0.0023,9e-4,0.0028,33.2,Otherwise healthy
30,INT,CVE,3.2,0.0033,0.0014,0.0051024999999999985,33.2,INT
30,CMD,CVE,3.2,0.0106,0.0074,0.014512499999999989,33.2,CMD
30,INT->CMD,CVE,3.2,0.01,0.0046,0.015412499999999989,33.2,INT->CMD
30,CMD->INT,CVE,3.2,0.015,0.007697500000000001,0.03191249999999999,33.2,CMD -> INT
30,CVE,CVE,3.2,1,1,1,33.2,NA
30,Death,CVE,3.2,0,0,0,33.2,NA
30,Healthy,Death,3.2,1e-4,0,9e-4,33.2,Otherwise healthy
30,INT,Death,3.2,5e-4,0,0.0029024999999999975,33.2,INT
30,CMD,Death,3.2,2e-4,0,7e-4,33.2,CMD
30,INT->CMD,Death,3.2,5e-4,0,0.0024,33.2,INT->CMD
30,CMD->INT,Death,3.2,5e-4,0,0.0020049999999999955,33.2,CMD -> INT
30,CVE,Death,3.2,0,0,0,33.2,NA
30,Death,Death,3.2,1,1,1,33.2,NA
30,Healthy,Healthy,3.3000000000000003,0.7857,0.7714825,0.7937199999999999,33.3,Otherwise healthy
30,INT,Healthy,3.3000000000000003,0,0,0,33.3,INT
30,CMD,Healthy,3.3000000000000003,0,0,0,33.3,CMD
30,INT->CMD,Healthy,3.3000000000000003,0,0,0,33.3,INT->CMD
30,CMD->INT,Healthy,3.3000000000000003,0,0,0,33.3,CMD -> INT
30,CVE,Healthy,3.3000000000000003,0,0,0,33.3,NA
30,Death,Healthy,3.3000000000000003,0,0,0,33.3,NA
30,Healthy,INT,3.3000000000000003,0.0989,0.0895,0.10741499999999997,33.3,Otherwise healthy
30,INT,INT,3.3000000000000003,0.8641,0.8528775000000001,0.925215,33.3,INT
30,CMD,INT,3.3000000000000003,0,0,0,33.3,CMD
30,INT->CMD,INT,3.3000000000000003,0,0,0,33.3,INT->CMD
30,CMD->INT,INT,3.3000000000000003,0,0,0,33.3,CMD -> INT
30,CVE,INT,3.3000000000000003,0,0,0,33.3,NA
30,Death,INT,3.3000000000000003,0,0,0,33.3,NA
30,Healthy,CMD,3.3000000000000003,0.0976,0.09279499999999999,0.10910249999999999,33.3,Otherwise healthy
30,INT,CMD,3.3000000000000003,0,0,0,33.3,INT
30,CMD,CMD,3.3000000000000003,0.8354,0.8182975,0.857805,33.3,CMD
30,INT->CMD,CMD,3.3000000000000003,0,0,0,33.3,INT->CMD
30,CMD->INT,CMD,3.3000000000000003,0,0,0,33.3,CMD -> INT
30,CVE,CMD,3.3000000000000003,0,0,0,33.3,NA
30,Death,CMD,3.3000000000000003,0,0,0,33.3,NA
30,Healthy,INT->CMD,3.3000000000000003,0.0081,0.003997500000000001,0.0097,33.3,Otherwise healthy
30,INT,INT->CMD,3.3000000000000003,0.1321,0.071585,0.1436,33.3,INT
30,CMD,INT->CMD,3.3000000000000003,0,0,0,33.3,CMD
30,INT->CMD,INT->CMD,3.3000000000000003,0.9895,0.9831,0.9946,33.3,INT->CMD
30,CMD->INT,INT->CMD,3.3000000000000003,0,0,0,33.3,CMD -> INT
30,CVE,INT->CMD,3.3000000000000003,0,0,0,33.3,NA
30,Death,INT->CMD,3.3000000000000003,0,0,0,33.3,NA
30,Healthy,CMD->INT,3.3000000000000003,0.0072,0.006797500000000001,0.0112,33.3,Otherwise healthy
30,INT,CMD->INT,3.3000000000000003,0,0,0,33.3,INT
30,CMD,CMD->INT,3.3000000000000003,0.1536,0.1311975,0.17090999999999998,33.3,CMD
30,INT->CMD,CMD->INT,3.3000000000000003,0,0,0,33.3,INT->CMD
30,CMD->INT,CMD->INT,3.3000000000000003,0.9839,0.9665975,0.9913024999999999,33.3,CMD -> INT
30,CVE,CMD->INT,3.3000000000000003,0,0,0,33.3,NA
30,Death,CMD->INT,3.3000000000000003,0,0,0,33.3,NA
30,Healthy,CVE,3.3000000000000003,0.0024,9e-4,0.0029,33.3,Otherwise healthy
30,INT,CVE,3.3000000000000003,0.0033,0.0014,0.005202499999999997,33.3,INT
30,CMD,CVE,3.3000000000000003,0.0108,0.007697500000000001,0.015007499999999993,33.3,CMD
30,INT->CMD,CVE,3.3000000000000003,0.01,0.004995000000000001,0.016202499999999998,33.3,INT->CMD
30,CMD->INT,CVE,3.3000000000000003,0.0156,0.0079,0.03262249999999998,33.3,CMD -> INT
30,CVE,CVE,3.3000000000000003,1,1,1,33.3,NA
30,Death,CVE,3.3000000000000003,0,0,0,33.3,NA
30,Healthy,Death,3.3000000000000003,1e-4,0,9e-4,33.3,Otherwise healthy
30,INT,Death,3.3000000000000003,5e-4,0,0.0029049999999999953,33.3,INT
30,CMD,Death,3.3000000000000003,2e-4,0,7.024999999999977e-4,33.3,CMD
30,INT->CMD,Death,3.3000000000000003,5e-4,0,0.0024024999999999975,33.3,INT->CMD
30,CMD->INT,Death,3.3000000000000003,5e-4,0,0.0021024999999999976,33.3,CMD -> INT
30,CVE,Death,3.3000000000000003,0,0,0,33.3,NA
30,Death,Death,3.3000000000000003,1,1,1,33.3,NA
30,Healthy,Healthy,3.4000000000000004,0.779,0.7651975000000001,0.788205,33.4,Otherwise healthy
30,INT,Healthy,3.4000000000000004,0,0,0,33.4,INT
30,CMD,Healthy,3.4000000000000004,0,0,0,33.4,CMD
30,INT->CMD,Healthy,3.4000000000000004,0,0,0,33.4,INT->CMD
30,CMD->INT,Healthy,3.4000000000000004,0,0,0,33.4,CMD -> INT
30,CVE,Healthy,3.4000000000000004,0,0,0,33.4,NA
30,Death,Healthy,3.4000000000000004,0,0,0,33.4,NA
30,Healthy,INT,3.4000000000000004,0.1019,0.0918975,0.11020250000000001,33.4,Otherwise healthy
30,INT,INT,3.4000000000000004,0.8604,0.8480875,0.922425,33.4,INT
30,CMD,INT,3.4000000000000004,0,0,0,33.4,CMD
30,INT->CMD,INT,3.4000000000000004,0,0,0,33.4,INT->CMD
30,CMD->INT,INT,3.4000000000000004,0,0,0,33.4,CMD -> INT
30,CVE,INT,3.4000000000000004,0,0,0,33.4,NA
30,Death,INT,3.4000000000000004,0,0,0,33.4,NA
30,Healthy,CMD,3.4000000000000004,0.0998,0.09519000000000001,0.1115025,33.4,Otherwise healthy
30,INT,CMD,3.4000000000000004,0,0,0,33.4,INT
30,CMD,CMD,3.4000000000000004,0.8317,0.8134925000000001,0.854115,33.4,CMD
30,INT->CMD,CMD,3.4000000000000004,0,0,0,33.4,INT->CMD
30,CMD->INT,CMD,3.4000000000000004,0,0,0,33.4,CMD -> INT
30,CVE,CMD,3.4000000000000004,0,0,0,33.4,NA
30,Death,CMD,3.4000000000000004,0,0,0,33.4,NA
30,Healthy,INT->CMD,3.4000000000000004,0.0088,0.0042,0.010302499999999997,33.4,Otherwise healthy
30,INT,INT->CMD,3.4000000000000004,0.1357,0.0735975,0.148205,33.4,INT
30,CMD,INT->CMD,3.4000000000000004,0,0,0,33.4,CMD
30,INT->CMD,INT->CMD,3.4000000000000004,0.9892,0.982685,0.9944025,33.4,INT->CMD
30,CMD->INT,INT->CMD,3.4000000000000004,0,0,0,33.4,CMD -> INT
30,CVE,INT->CMD,3.4000000000000004,0,0,0,33.4,NA
30,Death,INT->CMD,3.4000000000000004,0,0,0,33.4,NA
30,Healthy,CMD->INT,3.4000000000000004,0.0079,0.0071,0.0117,33.4,Otherwise healthy
30,INT,CMD->INT,3.4000000000000004,0,0,0,33.4,INT
30,CMD,CMD->INT,3.4000000000000004,0.157,0.1349,0.1753075,33.4,CMD
30,INT->CMD,CMD->INT,3.4000000000000004,0,0,0,33.4,INT->CMD
30,CMD->INT,CMD->INT,3.4000000000000004,0.9833,0.9655975000000001,0.9911025,33.4,CMD -> INT
30,CVE,CMD->INT,3.4000000000000004,0,0,0,33.4,NA
30,Death,CMD->INT,3.4000000000000004,0,0,0,33.4,NA
30,Healthy,CVE,3.4000000000000004,0.0025,0.001,0.003,33.4,Otherwise healthy
30,INT,CVE,3.4000000000000004,0.0034,0.0015,0.005302499999999998,33.4,INT
30,CMD,CVE,3.4000000000000004,0.0111,0.0078,0.0157,33.4,CMD
30,INT->CMD,CVE,3.4000000000000004,0.0103,0.005197500000000001,0.016814999999999986,33.4,INT->CMD
30,CMD->INT,CVE,3.4000000000000004,0.0162,0.0080975,0.033522499999999976,33.4,CMD -> INT
30,CVE,CVE,3.4000000000000004,1,1,1,33.4,NA
30,Death,CVE,3.4000000000000004,0,0,0,33.4,NA
30,Healthy,Death,3.4000000000000004,1e-4,0,9e-4,33.4,Otherwise healthy
30,INT,Death,3.4000000000000004,5e-4,0,0.0031,33.4,INT
30,CMD,Death,3.4000000000000004,2e-4,0,7.024999999999977e-4,33.4,CMD
30,INT->CMD,Death,3.4000000000000004,5e-4,0,0.0024024999999999975,33.4,INT->CMD
30,CMD->INT,Death,3.4000000000000004,5e-4,0,0.002202499999999998,33.4,CMD -> INT
30,CVE,Death,3.4000000000000004,0,0,0,33.4,NA
30,Death,Death,3.4000000000000004,1,1,1,33.4,NA
30,Healthy,Healthy,3.5,0.7737,0.7593,0.7828075,33.5,Otherwise healthy
30,INT,Healthy,3.5,0,0,0,33.5,INT
30,CMD,Healthy,3.5,0,0,0,33.5,CMD
30,INT->CMD,Healthy,3.5,0,0,0,33.5,INT->CMD
30,CMD->INT,Healthy,3.5,0,0,0,33.5,CMD -> INT
30,CVE,Healthy,3.5,0,0,0,33.5,NA
30,Death,Healthy,3.5,0,0,0,33.5,NA
30,Healthy,INT,3.5,0.1042,0.09419500000000001,0.11291499999999999,33.5,Otherwise healthy
30,INT,INT,3.5,0.855,0.8430975,0.9198424999999999,33.5,INT
30,CMD,INT,3.5,0,0,0,33.5,CMD
30,INT->CMD,INT,3.5,0,0,0,33.5,INT->CMD
30,CMD->INT,INT,3.5,0,0,0,33.5,CMD -> INT
30,CVE,INT,3.5,0,0,0,33.5,NA
30,Death,INT,3.5,0,0,0,33.5,NA
30,Healthy,CMD,3.5,0.1014,0.0975975,0.11400249999999999,33.5,Otherwise healthy
30,INT,CMD,3.5,0,0,0,33.5,INT
30,CMD,CMD,3.5,0.8288,0.81015,0.8506025,33.5,CMD
30,INT->CMD,CMD,3.5,0,0,0,33.5,INT->CMD
30,CMD->INT,CMD,3.5,0,0,0,33.5,CMD -> INT
30,CVE,CMD,3.5,0,0,0,33.5,NA
30,Death,CMD,3.5,0,0,0,33.5,NA
30,Healthy,INT->CMD,3.5,0.0092,0.0045,0.0108,33.5,Otherwise healthy
30,INT,INT->CMD,3.5,0.1407,0.07609250000000001,0.15181499999999998,33.5,INT
30,CMD,INT->CMD,3.5,0,0,0,33.5,CMD
30,INT->CMD,INT->CMD,3.5,0.9892,0.9821899999999999,0.994005,33.5,INT->CMD
30,CMD->INT,INT->CMD,3.5,0,0,0,33.5,CMD -> INT
30,CVE,INT->CMD,3.5,0,0,0,33.5,NA
30,Death,INT->CMD,3.5,0,0,0,33.5,NA
30,Healthy,CMD->INT,3.5,0.0088,0.007597500000000001,0.012402499999999997,33.5,Otherwise healthy
30,INT,CMD->INT,3.5,0,0,0,33.5,INT
30,CMD,CMD->INT,3.5,0.1597,0.13829500000000003,0.17970250000000002,33.5,CMD
30,INT->CMD,CMD->INT,3.5,0,0,0,33.5,INT->CMD
30,CMD->INT,CMD->INT,3.5,0.9828,0.9646,0.9909025,33.5,CMD -> INT
30,CVE,CMD->INT,3.5,0,0,0,33.5,NA
30,Death,CMD->INT,3.5,0,0,0,33.5,NA
30,Healthy,CVE,3.5,0.0026,0.0011,0.0031024999999999976,33.5,Otherwise healthy
30,INT,CVE,3.5,0.0038,0.0015975000000000008,0.0055,33.5,INT
30,CMD,CVE,3.5,0.0113,0.0080975,0.0161,33.5,CMD
30,INT->CMD,CVE,3.5,0.0103,0.0054,0.017212499999999988,33.5,INT->CMD
30,CMD->INT,CVE,3.5,0.0167,0.008595000000000002,0.03431999999999998,33.5,CMD -> INT
30,CVE,CVE,3.5,1,1,1,33.5,NA
30,Death,CVE,3.5,0,0,0,33.5,NA
30,Healthy,Death,3.5,1e-4,0,0.001,33.5,Otherwise healthy
30,INT,Death,3.5,5e-4,9.750000000000085e-5,0.0031,33.5,INT
30,CMD,Death,3.5,2e-4,0,8e-4,33.5,CMD
30,INT->CMD,Death,3.5,5e-4,0,0.0024024999999999975,33.5,INT->CMD
30,CMD->INT,Death,3.5,5e-4,0,0.0023024999999999977,33.5,CMD -> INT
30,CVE,Death,3.5,0,0,0,33.5,NA
30,Death,Death,3.5,1,1,1,33.5,NA
30,Healthy,Healthy,3.6,0.767,0.7528975,0.7774025,33.6,Otherwise healthy
30,INT,Healthy,3.6,0,0,0,33.6,INT
30,CMD,Healthy,3.6,0,0,0,33.6,CMD
30,INT->CMD,Healthy,3.6,0,0,0,33.6,INT->CMD
30,CMD->INT,Healthy,3.6,0,0,0,33.6,CMD -> INT
30,CVE,Healthy,3.6,0,0,0,33.6,NA
30,Death,Healthy,3.6,0,0,0,33.6,NA
30,Healthy,INT,3.6,0.1067,0.0965925,0.1154025,33.6,Otherwise healthy
30,INT,INT,3.6,0.8509,0.8388975,0.917325,33.6,INT
30,CMD,INT,3.6,0,0,0,33.6,CMD
30,INT->CMD,INT,3.6,0,0,0,33.6,INT->CMD
30,CMD->INT,INT,3.6,0,0,0,33.6,CMD -> INT
30,CVE,INT,3.6,0,0,0,33.6,NA
30,Death,INT,3.6,0,0,0,33.6,NA
30,Healthy,CMD,3.6,0.1047,0.099895,0.11670999999999998,33.6,Otherwise healthy
30,INT,CMD,3.6,0,0,0,33.6,INT
30,CMD,CMD,3.6,0.8244,0.804185,0.8468025,33.6,CMD
30,INT->CMD,CMD,3.6,0,0,0,33.6,INT->CMD
30,CMD->INT,CMD,3.6,0,0,0,33.6,CMD -> INT
30,CVE,CMD,3.6,0,0,0,33.6,NA
30,Death,CMD,3.6,0,0,0,33.6,NA
30,Healthy,INT->CMD,3.6,0.0095,0.0047,0.0114,33.6,Otherwise healthy
30,INT,INT->CMD,3.6,0.1446,0.0786975,0.1569,33.6,INT
30,CMD,INT->CMD,3.6,0,0,0,33.6,CMD
30,INT->CMD,INT->CMD,3.6,0.989,0.9812974999999999,0.9939,33.6,INT->CMD
30,CMD->INT,INT->CMD,3.6,0,0,0,33.6,CMD -> INT
30,CVE,INT->CMD,3.6,0,0,0,33.6,NA
30,Death,INT->CMD,3.6,0,0,0,33.6,NA
30,Healthy,CMD->INT,3.6,0.0093,0.007997500000000001,0.013002499999999997,33.6,Otherwise healthy
30,INT,CMD->INT,3.6,0,0,0,33.6,INT
30,CMD,CMD->INT,3.6,0.1637,0.1419975,0.18312749999999997,33.6,CMD
30,INT->CMD,CMD->INT,3.6,0,0,0,33.6,INT->CMD
30,CMD->INT,CMD->INT,3.6,0.9822,0.963785,0.9906075,33.6,CMD -> INT
30,CVE,CMD->INT,3.6,0,0,0,33.6,NA
30,Death,CMD->INT,3.6,0,0,0,33.6,NA
30,Healthy,CVE,3.6,0.0027,0.0011,0.0032,33.6,Otherwise healthy
30,INT,CVE,3.6,0.004,0.0016,0.0055,33.6,INT
30,CMD,CVE,3.6,0.0117,0.008297500000000001,0.0164025,33.6,CMD
30,INT->CMD,CVE,3.6,0.0105,0.0055975,0.018104999999999996,33.6,INT->CMD
30,CMD->INT,CVE,3.6,0.0173,0.0088,0.035124999999999976,33.6,CMD -> INT
30,CVE,CVE,3.6,1,1,1,33.6,NA
30,Death,CVE,3.6,0,0,0,33.6,NA
30,Healthy,Death,3.6,1e-4,0,0.001,33.6,Otherwise healthy
30,INT,Death,3.6,5e-4,9.750000000000085e-5,0.0031024999999999976,33.6,INT
30,CMD,Death,3.6,2e-4,0,8.024999999999978e-4,33.6,CMD
30,INT->CMD,Death,3.6,5e-4,0,0.0024049999999999952,33.6,INT->CMD
30,CMD->INT,Death,3.6,5e-4,0,0.0023024999999999977,33.6,CMD -> INT
30,CVE,Death,3.6,0,0,0,33.6,NA
30,Death,Death,3.6,1,1,1,33.6,NA
30,Healthy,Healthy,3.7,0.7618,0.7468975,0.7716025,33.7,Otherwise healthy
30,INT,Healthy,3.7,0,0,0,33.7,INT
30,CMD,Healthy,3.7,0,0,0,33.7,CMD
30,INT->CMD,Healthy,3.7,0,0,0,33.7,INT->CMD
30,CMD->INT,Healthy,3.7,0,0,0,33.7,CMD -> INT
30,CVE,Healthy,3.7,0,0,0,33.7,NA
30,Death,Healthy,3.7,0,0,0,33.7,NA
30,Healthy,INT,3.7,0.1087,0.09859749999999999,0.1177025,33.7,Otherwise healthy
30,INT,INT,3.7,0.846,0.8345874999999999,0.9153025,33.7,INT
30,CMD,INT,3.7,0,0,0,33.7,CMD
30,INT->CMD,INT,3.7,0,0,0,33.7,INT->CMD
30,CMD->INT,INT,3.7,0,0,0,33.7,CMD -> INT
30,CVE,INT,3.7,0,0,0,33.7,NA
30,Death,INT,3.7,0,0,0,33.7,NA
30,Healthy,CMD,3.7,0.1071,0.1025,0.11940250000000001,33.7,Otherwise healthy
30,INT,CMD,3.7,0,0,0,33.7,INT
30,CMD,CMD,3.7,0.819,0.7997825,0.842705,33.7,CMD
30,INT->CMD,CMD,3.7,0,0,0,33.7,INT->CMD
30,CMD->INT,CMD,3.7,0,0,0,33.7,CMD -> INT
30,CVE,CMD,3.7,0,0,0,33.7,NA
30,Death,CMD,3.7,0,0,0,33.7,NA
30,Healthy,INT->CMD,3.7,0.0097,0.0048975,0.0121,33.7,Otherwise healthy
30,INT,INT->CMD,3.7,0.1491,0.08078250000000001,0.16060999999999998,33.7,INT
30,CMD,INT->CMD,3.7,0,0,0,33.7,CMD
30,INT->CMD,INT->CMD,3.7,0.9886,0.9808899999999999,0.9937024999999999,33.7,INT->CMD
30,CMD->INT,INT->CMD,3.7,0,0,0,33.7,CMD -> INT
30,CVE,INT->CMD,3.7,0,0,0,33.7,NA
30,Death,INT->CMD,3.7,0,0,0,33.7,NA
30,Healthy,CMD->INT,3.7,0.0098,0.0084,0.013702499999999998,33.7,Otherwise healthy
30,INT,CMD->INT,3.7,0,0,0,33.7,INT
30,CMD,CMD->INT,3.7,0.1687,0.145,0.18731,33.7,CMD
30,INT->CMD,CMD->INT,3.7,0,0,0,33.7,INT->CMD
30,CMD->INT,CMD->INT,3.7,0.9813,0.962895,0.9904025,33.7,CMD -> INT
30,CVE,CMD->INT,3.7,0,0,0,33.7,NA
30,Death,CMD->INT,3.7,0,0,0,33.7,NA
30,Healthy,CVE,3.7,0.0028,0.0012,0.0033024999999999977,33.7,Otherwise healthy
30,INT,CVE,3.7,0.0044,0.0017,0.0057,33.7,INT
30,CMD,CVE,3.7,0.0121,0.0085,0.016802499999999995,33.7,CMD
30,INT->CMD,CVE,3.7,0.0109,0.005892500000000003,0.018412499999999988,33.7,INT->CMD
30,CMD->INT,CVE,3.7,0.0182,0.009,0.036217499999999986,33.7,CMD -> INT
30,CVE,CVE,3.7,1,1,1,33.7,NA
30,Death,CVE,3.7,0,0,0,33.7,NA
30,Healthy,Death,3.7,1e-4,0,0.001,33.7,Otherwise healthy
30,INT,Death,3.7,5e-4,1e-4,0.003202499999999998,33.7,INT
30,CMD,Death,3.7,2e-4,0,8.024999999999978e-4,33.7,CMD
30,INT->CMD,Death,3.7,5e-4,0,0.0024049999999999952,33.7,INT->CMD
30,CMD->INT,Death,3.7,5e-4,0,0.0024024999999999975,33.7,CMD -> INT
30,CVE,Death,3.7,0,0,0,33.7,NA
30,Death,Death,3.7,1,1,1,33.7,NA
30,Healthy,Healthy,3.8000000000000003,0.7566,0.7409975,0.7656074999999999,33.8,Otherwise healthy
30,INT,Healthy,3.8000000000000003,0,0,0,33.8,INT
30,CMD,Healthy,3.8000000000000003,0,0,0,33.8,CMD
30,INT->CMD,Healthy,3.8000000000000003,0,0,0,33.8,INT->CMD
30,CMD->INT,Healthy,3.8000000000000003,0,0,0,33.8,CMD -> INT
30,CVE,Healthy,3.8000000000000003,0,0,0,33.8,NA
30,Death,Healthy,3.8000000000000003,0,0,0,33.8,NA
30,Healthy,INT,3.8000000000000003,0.1106,0.1006975,0.1197025,33.8,Otherwise healthy
30,INT,INT,3.8000000000000003,0.8415,0.8302900000000001,0.913205,33.8,INT
30,CMD,INT,3.8000000000000003,0,0,0,33.8,CMD
30,INT->CMD,INT,3.8000000000000003,0,0,0,33.8,INT->CMD
30,CMD->INT,INT,3.8000000000000003,0,0,0,33.8,CMD -> INT
30,CVE,INT,3.8000000000000003,0,0,0,33.8,NA
30,Death,INT,3.8000000000000003,0,0,0,33.8,NA
30,Healthy,CMD,3.8000000000000003,0.1091,0.105185,0.1223,33.8,Otherwise healthy
30,INT,CMD,3.8000000000000003,0,0,0,33.8,INT
30,CMD,CMD,3.8000000000000003,0.8158,0.7949,0.8393025000000001,33.8,CMD
30,INT->CMD,CMD,3.8000000000000003,0,0,0,33.8,INT->CMD
30,CMD->INT,CMD,3.8000000000000003,0,0,0,33.8,CMD -> INT
30,CVE,CMD,3.8000000000000003,0,0,0,33.8,NA
30,Death,CMD,3.8000000000000003,0,0,0,33.8,NA
30,Healthy,INT->CMD,3.8000000000000003,0.0103,0.0052,0.0125,33.8,Otherwise healthy
30,INT,INT->CMD,3.8000000000000003,0.1532,0.0824,0.16521,33.8,INT
30,CMD,INT->CMD,3.8000000000000003,0,0,0,33.8,CMD
30,INT->CMD,INT->CMD,3.8000000000000003,0.9879,0.9802899999999999,0.9934025,33.8,INT->CMD
30,CMD->INT,INT->CMD,3.8000000000000003,0,0,0,33.8,CMD -> INT
